Date,const,CL=F,HG=F,QQQ
2017-01-08,1.0,1.0317217616917223,1.0229746720855564,1.0199933024204788
2017-01-15,1.0,1.0007643244683844,1.0804111601038933,1.0302827732880822
2017-01-22,1.0,1.0017197847265735,1.054816670427293,1.0310356287105462
2017-01-29,1.0,1.0160519072902483,1.0802096430659494,1.0523674258682172
2017-02-05,1.0,1.028664245127349,1.0517936265648082,1.051363554815323
2017-02-12,1.0,1.0292375067028734,1.1132608397331254,1.0655847103718088
2017-02-19,1.0,1.02044715569242,1.0904876846855127,1.0859126364765852
2017-02-26,1.0,1.0317217616917218,1.08020964306595,1.0896770412347896
2017-03-05,1.0,1.0191094967515657,1.0830310737927145,1.0960348274135103
2017-03-12,1.0,0.9266195295581068,1.0425231701349638,1.0991299848031189
2017-03-19,1.0,0.9321612282143829,1.0800081260280063,1.1016396305238834
2017-03-26,1.0,0.9166825824996592,1.0574365841161142,1.092772326270282
2017-04-02,1.0,0.9669405064704782,1.0667070405459589,1.107411777387876
2017-04-09,1.0,0.9982801423764808,1.0661023933343512,1.1039819324910274
2017-04-16,1.0,1.0162430430800529,1.0356711103559966,1.090848192218362
2017-04-23,1.0,0.9482132084015765,1.0223700248739491,1.1089174882328043
2017-04-30,1.0,0.9426715097453005,1.0465537991871674,1.1376108787991477
2017-05-07,1.0,0.8832409631844177,1.0155179650949822,1.15057714767231
2017-05-14,1.0,0.9141983275108105,1.0149133178833745,1.1594445795717954
2017-05-21,1.0,0.9617810064968666,1.0374848597952668,1.1530867933930748
2017-05-28,1.0,0.9516529236486139,1.0316404813037947,1.1813618883983108
2017-06-04,1.0,0.9107586122637732,1.036477274605549,1.2001004317813493
2017-06-11,1.0,0.875788271114818,1.0665054274102395,1.1709887456538974
2017-06-18,1.0,0.8549589167397331,1.0328496796292332,1.1556800471677076
2017-06-25,1.0,0.8218994232102117,1.0572349709803948,1.181529232151931
2017-07-02,1.0,0.8798012479373801,1.0878677709966929,1.151413738794527
2017-07-09,1.0,0.8452130325741448,1.0630794455696442,1.1524175460244792
2017-07-16,1.0,0.8893559963131632,1.081821875467277,1.18889069791472
2017-07-23,1.0,0.8746416750668239,1.0943167966997733,1.205537891138102
2017-07-30,1.0,0.949933066025095,1.1569932081935288,1.2032791972248256
2017-08-06,1.0,0.9474488839331917,1.1628375866850014,1.2016897506801452
2017-08-13,1.0,0.9329256255797121,1.1745264397657231,1.1887234818069832
2017-08-20,1.0,0.9270016553438265,1.1852076115589496,1.1814454964521786
2017-08-27,1.0,0.9147715890863354,1.2224909543162719,1.1876359388772795
2017-09-03,1.0,0.9036881188768383,1.2486900912044796,1.221348493239268
2017-09-10,1.0,0.9073188970167356,1.2178557741502378,1.206374482260318
2017-09-17,1.0,0.9533727812721327,1.180169301219252,1.2218503968542442
2017-09-24,1.0,0.9680871025184721,1.1787585858558696,1.207294681436402
2017-10-01,1.0,0.9873876621628984,1.1839984132335113,1.2167474973588475
2017-10-08,1.0,0.9419071123799709,1.2150342473256965,1.2352350889343977
2017-10-15,1.0,0.9831836224474765,1.2569528663468295,1.2409235000986385
2017-10-22,1.0,0.9835658211301411,1.2702539518288776,1.244018785134131
2017-10-29,1.0,1.0300019040682027,1.2468762456674343,1.265183238538182
2017-11-05,1.0,1.063252387593639,1.2537284015441787,1.2821649916229199
2017-11-12,1.0,1.0842728777585289,1.2372027551617026,1.2855947088738848
2017-11-19,1.0,1.0806420267216867,1.2343813244349384,1.287853402787161
2017-11-26,1.0,1.1265048480842241,1.2760983303203506,1.3071774578390438
2017-12-03,1.0,1.115230242084922,1.2355905227603767,1.2923707906137136
2017-12-10,1.0,1.0961207453333555,1.191051990050423,1.29412745326613
2017-12-17,1.0,1.0949741492853613,1.2535267884084584,1.3188053596208977
2017-12-24,1.0,1.1173322983911056,1.2956469244675348,1.3164630576537535
2017-12-31,1.0,1.1545957587391038,1.321846061355743,1.3029947575197316
2018-01-07,1.0,1.174087454173335,1.2926239767028271,1.3545256560886743
2018-01-14,1.0,1.2287406994432708,1.2898025459760627,1.3760247969999648
2018-01-21,1.0,1.2109687887356135,1.2765014604940152,1.3915007115938909
2018-01-28,1.0,1.2639021034850857,1.2827488730613752,1.429897869890168
2018-02-04,1.0,1.2507165040724604,1.2803305725082748,1.377028604229917
2018-02-11,1.0,1.1312822222721157,1.219064876377901,1.305839090747735
2018-02-18,1.0,1.178673765468367,1.3071342605103136,1.379956545511789
2018-02-25,1.0,1.2144085039826515,1.293228527816658,1.4068094100800808
2018-03-04,1.0,1.170456676033438,1.2498992895299197,1.3885728979579026
2018-03-11,1.0,1.1855531959624421,1.2559451850593357,1.4485528052193382
2018-03-18,1.0,1.1912860304085229,1.2466747286294912,1.4306508529585156
2018-03-25,1.0,1.258933593507389,1.2029423601690892,1.3259996092759498
2018-04-01,1.0,1.2409707657007618,1.2168480928627445,1.3395516451097236
2018-04-08,1.0,1.1859353946451063,1.2309552464965663,1.3102727428745355
2018-04-15,1.0,1.2877889744245434,1.2363966870099283,1.349924660208253
2018-04-22,1.0,1.3067073353863048,1.2621926937244723,1.3577045491780337
2018-04-29,1.0,1.3013566996228885,1.2277307816939145,1.355947758879734
2018-05-06,1.0,1.3323141368462266,1.2355905227603765,1.3792035624434411
2018-05-13,1.0,1.3510413620181834,1.2474808928790417,1.417600848385602
2018-05-20,1.0,1.3621249051246254,1.229746144268904,1.4008700471083513
2018-05-27,1.0,1.2971525870105216,1.2361950738742074,1.419775806599126
2018-06-03,1.0,1.257595934566535,1.2460701775156595,1.4450393522686211
2018-06-10,1.0,1.256258275625681,1.327287405771328,1.459260507825107
2018-06-17,1.0,1.24326381200286,1.2660218057387316,1.4805085692830262
2018-06-24,1.0,1.3105293222129524,1.2222894372783293,1.46662210123378
2018-07-01,1.0,1.416969213287421,1.1894397576490972,1.435920968561648
2018-07-08,1.0,1.410280918583151,1.1338170190700296,1.4690480112547926
2018-07-15,1.0,1.3569654051510143,1.116485304535779,1.5025096138092924
2018-07-22,1.0,1.3464551236200968,1.106811814030047,1.4973231062600276
2018-07-29,1.0,1.312631378519136,1.1235388813526899,1.4858624205859103
2018-08-05,1.0,1.3088093916924886,1.109834761794755,1.5064413623211175
2018-08-12,1.0,1.2923752128226302,1.1013704696144617,1.510122159025454
2018-08-19,1.0,1.259507000876804,1.0578396181920031,1.5046009639689495
2018-08-26,1.0,1.3132046400946604,1.087867770996694,1.5265182727954643
2018-09-02,1.0,1.3338429315768856,1.0677146257356789,1.5614019781410249
2018-09-09,1.0,1.2946684049186186,1.0493752299139334,1.5150577147672304
2018-09-16,1.0,1.3183641400682713,1.0590488165174423,1.5391501094531534
2018-09-23,1.0,1.352570156748842,1.1432889925378185,1.5368078074860094
2018-09-30,1.0,1.3997706370522334,1.1233373643147473,1.5542077284859717
2018-10-07,1.0,1.4205999185303735,1.1088270805072609,1.5070268739899615
2018-10-14,1.0,1.3632714282756744,1.1257557609656244,1.458256700595155
2018-10-21,1.0,1.3208484679540649,1.1156791402862285,1.4473816542357656
2018-10-28,1.0,1.2916108154573007,1.1060056497804966,1.3941777010682743
2018-11-04,1.0,1.2065736132303866,1.1297863900178275,1.4169316010170052
2018-11-11,1.0,1.1502005832338769,1.0828295567547734,1.434833553277828
2018-11-18,1.0,1.078922169098168,1.1301894240937143,1.4012046069697075
2018-11-25,1.0,0.9635007912234407,1.1166868215737233,1.331855491839694
2018-12-02,1.0,0.9732466753890288,1.119508252300488,1.4168478653172536
2018-12-09,1.0,1.005350635763416,1.111446994196082,1.3500083959080047
2018-12-16,1.0,0.9784062482595853,1.1126561925215208,1.3474987501872406
2018-12-23,1.0,0.871201959819787,1.0796049958543454,1.2344822335119334
2018-12-30,1.0,0.8662335227390356,1.079806512892289,1.2796553459021558
2019-01-06,1.0,0.9164914467098546,1.0687223070231746,1.3069265060315556
2019-01-13,1.0,0.9858589403291853,1.0759774969758058,1.3442362490440125
2019-01-20,1.0,1.02809091065488,1.1047964514550581,1.3823824555328017
2019-01-27,1.0,1.0259888543486966,1.1035872531296196,1.3815458644105858
2019-02-03,1.0,1.0559907584169,1.1185006671107696,1.4007863114085999
2019-02-10,1.0,1.0074526920695999,1.1326078207445918,1.410071911223309
2019-02-17,1.0,1.062296927335451,1.1295848729798839,1.438347006228545
2019-02-24,1.0,1.0942097519200331,1.193470386701301,1.4462941113060623
2019-03-03,1.0,1.066309904158013,1.182386180832187,1.4588422122639995
2019-03-10,1.0,1.0714694770285695,1.1664651816613183,1.4319056119959561
2019-03-17,1.0,1.118287758649296,1.1702942936755776,1.4919692549571437
2019-03-24,1.0,1.1282247057077441,1.1430874754998743,1.4937259176095605
2019-03-31,1.0,1.149245122975689,1.1833938621196811,1.502927909370402
2019-04-07,1.0,1.2054270900793387,1.1658605344497102,1.5447549125635274
2019-04-14,1.0,1.2209057357940625,1.187424491171884,1.5545424159932126
2019-04-21,1.0,1.223007792100246,1.1799677841813092,1.5675924205661267
2019-04-28,1.0,1.2096311297947606,1.1970979816776162,1.5948635806955263
2019-05-05,1.0,1.183642202549119,1.1386538123717842,1.5987117211534827
2019-05-12,1.0,1.178291566785703,1.122531296162972,1.5475991181456479
2019-05-19,1.0,1.1993119840536481,1.1076178821818219,1.5312028767297536
2019-05-26,1.0,1.1203898149554792,1.0908908148591792,1.490379808412464
2019-06-02,1.0,1.0223580762087991,1.0665054274102406,1.4551614155596637
2019-06-09,1.0,1.0317217616917223,1.060258014842881,1.5144720754525045
2019-06-16,1.0,1.0034396423500924,1.061870247244207,1.5278567675326584
2019-06-23,1.0,1.09745840427421,1.0906892978212357,1.5774636596955645
2019-06-30,1.0,1.1173322983911056,1.0904876846855152,1.5621549612093746
2019-07-07,1.0,1.0989871261079236,1.0715437377499386,1.5982098175385073
2019-07-14,1.0,1.1505827819165415,1.084844823231986,1.6189559753814506
2019-07-21,1.0,1.063061324700779,1.1062071668184397,1.597875130031268
2019-07-28,1.0,1.0739537320174162,1.0787989277025698,1.6336790345529129
2019-08-04,1.0,1.0636345862763035,1.033857360916729,1.5672578607047716
2019-08-11,1.0,1.0414675729603646,1.041515584945248,1.5600636110497188
2019-08-18,1.0,1.0485380663472996,1.0439338854983484,1.551614474711342
2019-08-25,1.0,1.0351614040418142,1.0181378787838045,1.523088555544502
2019-09-01,1.0,1.0529332418525266,1.020959309510569,1.568261667934724
2019-09-08,1.0,1.080068765146162,1.0542120232156882,1.602727077719177
2019-09-15,1.0,1.0481558676646345,1.0806126771418398,1.6106741827966942
2019-09-22,1.0,1.1100706692143654,1.0439338854983484,1.596118467378852
2019-09-29,1.0,1.0684119604641953,1.041112454771584,1.5645808712303877
2019-10-06,1.0,1.0091725496931176,1.03002824890247,1.57947127415547
2019-10-13,1.0,1.0452894868900666,1.0554212215411267,1.5987117211534843
2019-10-20,1.0,1.0277087119722144,1.0580411352299477,1.6035636688413932
2019-10-27,1.0,1.0827440830278703,1.0747682986503675,1.636606975834786
2019-11-03,1.0,1.0739537320174166,1.068520789985231,1.6636271841566983
2019-11-10,1.0,1.0938276261343123,1.0794034788164015,1.6833695347696893
2019-11-17,1.0,1.1030001758274308,1.0620717642821507,1.6974234742184389
2019-11-24,1.0,1.1039556360856202,1.0671100746218485,1.6883888262112177
2019-12-01,1.0,1.054270900793381,1.0648931950089149,1.715743722040369
2019-12-08,1.0,1.131282222272116,1.0927045642984485,1.7149071309181534
2019-12-15,1.0,1.1479074640348341,1.1207174506259259,1.7332273787400836
2019-12-22,1.0,1.1549779574217691,1.1330109509182553,1.771039025367517
2019-12-29,1.0,1.1794381628336967,1.1432889925378182,1.7869332355225513
2020-01-05,1.0,1.2048537556068686,1.1279726405785577,1.7917014475107078
2020-01-12,1.0,1.1282247057077432,1.136033898682964,1.8272544002248652
2020-01-19,1.0,1.1186699573319598,1.14852881991546,1.8686632355027664
2020-01-26,1.0,1.035543602724479,1.0824264265811092,1.862974696692642
2020-02-02,1.0,0.9852856787536598,1.0157194821329274,1.8326083791736332
2020-02-09,1.0,0.9615898707070617,1.0314389642658524,1.9173498008437049
2020-02-16,1.0,0.994649291339638,1.0501813941634852,1.9628576007411664
2020-02-23,1.0,1.0200649570097549,1.0552197045031835,1.9263008407970577
2020-03-01,1.0,0.8553410425254528,1.026199136888211,1.72159947695823
2020-03-08,1.0,0.7888400025776351,1.0370818257193815,1.7401706765876483
2020-03-15,1.0,0.6063443231795659,0.9971785692732387,1.6090011281981467
2020-03-22,1.0,0.4286260179693881,0.8829101443503952,1.4279738634841341
2020-03-29,1.0,0.4110452795000082,0.885530058039216,1.5501087638664146
2020-04-05,1.0,0.5415631408552672,0.8907698854168576,1.5339634742580086
2020-04-12,1.0,0.43493215043946615,0.9179766074947836,1.6802743773800803
2020-04-19,1.0,0.34913051439875015,0.948609407511082,1.8009870473254173
2020-04-26,1.0,0.32371488517710584,0.9463926239959254,1.7888572419285873
2020-05-03,1.0,0.3779858588674321,0.9345022538772602,1.7796553778136293
2020-05-10,1.0,0.47276894525993424,0.9707779153470876,1.8810439927070826
2020-05-17,1.0,0.5623924952303527,0.9405481494066765,1.867743036326681
2020-05-24,1.0,0.6353907669895806,0.9709794323850314,1.9211979413016598
2020-05-31,1.0,0.678196071787745,0.9780331052997191,1.9521498981353957
2020-06-07,1.0,0.7557805819450595,1.030632800016302,2.0051028994953985
2020-06-14,1.0,0.6929103201371394,1.0485691617621604,1.973230743485578
2020-06-21,1.0,0.7596024958747615,1.0540105061777458,2.0431654979303193
2020-06-28,1.0,0.7355245620424438,1.0769850821655258,2.0095365516221992
2020-07-05,1.0,0.7768010721099494,1.1017735036903518,2.1096704074782124
2020-07-12,1.0,0.7748900786966259,1.1636437509345563,2.2082148167895452
2020-07-19,1.0,0.7756544760619554,1.1638452679724998,2.170152346000508
2020-07-26,1.0,0.7890311383674409,1.1616283883595657,2.137861766783696
2020-08-02,1.0,0.7695394429332097,1.1523579319297208,2.2234399072218674
2020-08-09,1.0,0.7876934794265867,1.1247480796781304,2.2709553215792333
2020-08-16,1.0,0.802789926458646,1.151148733604282,2.2767274684432266
2020-08-23,1.0,0.8090960953771965,1.174324922727782,2.3579554371625817
2020-08-30,1.0,0.8211350987418282,1.2071745062592374,2.4471306386053384
2020-09-06,1.0,0.759984694557427,1.2279322987318606,2.3722602007729363
2020-09-13,1.0,0.7133575487265054,1.2228939883921628,2.262422704832873
2020-09-20,1.0,0.7855914231204038,1.2549375998696204,2.2324744275832056
2020-09-27,1.0,0.7691572442505455,1.1983071800030574,2.271708177001699
2020-10-04,1.0,0.708006840066144,1.200523963518214,2.2947130287579176
2020-10-11,1.0,0.7758455389548153,1.2412333842139083,2.390078544979891
2020-10-18,1.0,0.7811962476151767,1.2353890057224357,2.413501819943102
2020-10-25,1.0,0.7615134163911408,1.2597742970735974,2.3819640961487547
2020-11-01,1.0,0.6839289062338261,1.226723100406422,2.253471664879521
2020-11-08,1.0,0.7097266976896627,1.269246270541386,2.4645305596053015
2020-11-15,1.0,0.7668641250515018,1.2799274423346128,2.433745946525185
2020-11-22,1.0,0.8054653172372992,1.3274889228092746,2.4291450782906483
2020-11-29,1.0,0.870055363771793,1.370213609982182,2.5013385266486656
2020-12-06,1.0,0.8840052876528033,1.4163643750934616,2.5557971112077125
2020-12-13,1.0,0.8899292578886892,1.4203950041456648,2.525096233827348
2020-12-20,1.0,0.9382762613431292,1.4625151402047414,2.5937761015887655
2020-12-27,1.0,0.9216510195804111,1.4349052879531514,2.589593401269453
2021-01-03,1.0,0.927192791133632,1.4163643750934622,2.6245607146688816
2021-01-10,1.0,0.9982801423764813,1.4806530189885438,2.668813755528904
2021-01-17,1.0,1.0005732615755247,1.4522370024874025,2.608833720621584
2021-01-24,1.0,0.9988534039520061,1.4653365709315067,2.7222687881497665
2021-01-31,1.0,0.9975157450111519,1.4403466323687375,2.631420404462579
2021-02-07,1.0,1.0863748611677684,1.4667472862948894,2.7719590330747734
2021-02-14,1.0,1.1364417951426726,1.5324466455533532,2.8145391469821317
2021-02-21,1.0,1.1320466196374457,1.6485289160132435,2.7691148274926536
2021-02-28,1.0,1.1752340502213299,1.6503426654525126,2.627907079157746
2021-03-07,1.0,1.2629465703299523,1.6473196215900276,2.582231807860781
2021-03-14,1.0,1.2537740935337789,1.6708989408871917,2.6389492139789894
2021-03-21,1.0,1.173705255490671,1.662031422435458,2.6195416785191226
2021-03-28,1.0,1.1651060402700224,1.6438935436516564,2.643466601805542
2021-04-04,1.0,1.174278589963141,1.613663873809022,2.7151581465485837
2021-04-11,1.0,1.13357534147116,1.6326078207445986,2.8200600867468704
2021-04-18,1.0,1.2063825503375276,1.6848044813852943,2.8610507541095482
2021-04-25,1.0,1.1874641164788213,1.750503840643758,2.8393843970905213
2021-05-02,1.0,1.2149818384551216,1.8053205110710517,2.827421680155544
2021-05-09,1.0,1.2402063683354336,1.920999555259501,2.7957169955452272
2021-05-16,1.0,1.2491878551356923,1.879887196585696,2.7303832369809062
2021-05-23,1.0,1.2149818384551214,1.8121724747522423,2.7355697445301703
2021-05-30,1.0,1.267341818732124,1.8873438074784943,2.793458173986066
2021-06-06,1.0,1.330403216329849,1.8288996381726619,2.807428505380948
2021-06-13,1.0,1.3550544846346362,1.8305119666717646,2.8546092322310743
2021-06-20,1.0,1.3690043356187014,1.6777509045683836,2.8662372616588128
2021-06-27,1.0,1.4150582927710433,1.7327689959358443,2.923372835692244
2021-07-04,1.0,1.436269845828793,1.725917032254654,3.0001674075765665
2021-07-11,1.0,1.424804031142741,1.7543329526580191,3.019993366243425
2021-07-18,1.0,1.372252915075934,1.7462716945536132,2.9914673194307007
2021-07-25,1.0,1.3772214250536308,1.7760983303203601,3.080140617258481
2021-08-01,1.0,1.4131472264607752,1.8059251582826603,3.049774172093589
2021-08-08,1.0,1.3047964148699276,1.751511521931254,3.0788856029292737
2021-08-15,1.0,1.3078540043312457,1.7682386853516736,3.085327124807746
2021-08-22,1.0,1.1909038317258591,1.6664651816613258,3.076208868746657
2021-08-29,1.0,1.313586765880382,1.7398227649483078,3.1457253276302906
2021-09-05,1.0,1.3240970474112999,1.743450263826847,3.191985982950217
2021-09-12,1.0,1.3323141368462283,1.7928254937407782,3.150326195864828
2021-09-19,1.0,1.3753105045372525,1.7112052314092228,3.127237608408857
2021-09-26,1.0,1.41372063383019,1.7281338157698098,3.1230549080895447
2021-10-03,1.0,1.4500285610230543,1.690245921898657,3.013049940749978
2021-10-10,1.0,1.516338538078012,1.7263200663305405,3.0212481252808656
2021-10-17,1.0,1.572329369391857,1.9081016960488943,3.086330932037698
2021-10-24,1.0,1.6006114887334866,1.8242644580066287,3.1294964299680155
2021-10-31,1.0,1.5969806376966436,1.7636035051856398,3.229964718039501
2021-11-07,1.0,1.5530287368504851,1.7529222372946363,3.33444874561433
2021-11-14,1.0,1.543856260054312,1.795848537603264,3.3018237341820447
2021-11-21,1.0,1.454232673635421,1.7769045906676877,3.3795381223047998
2021-11-28,1.0,1.3023122327780245,1.725715419118933,3.2725448319468575
2021-12-05,1.0,1.2661952955810754,1.719669523589517,3.2050359875231287
2021-12-12,1.0,1.3695775971942266,1.7263200663305407,3.3295131898725545
2021-12-19,1.0,1.3540989514795025,1.7295445311331923,3.219926390448212
2021-12-26,1.0,1.4100897827933476,1.7682386853516734,3.320394933811465
2022-01-02,1.0,1.4372252331900377,1.7956469244675437,3.3281746951353623
